7.3802,0.55036
7.5408,0.54174
6.6362,0.55097
6.9386,0.53958
7.427,0.54187
7.45,0.56605
6.7153,0.52318
7.1861,0.59179
6.7473,0.52923
6.3881,0.55888
7.3266,0.51528
6.6706,0.56576
6.9936,0.46449
6.1542,0.44867
6.7005,0.48548
7.2583,0.63164
6.6197,0.60044
6.9049,0.55052
6.303,0.50295
6.7543,0.48678
6.3207,0.49627
6.6059,0.51968
6.3154,0.58105
6.424,0.53814
6.4597,0.5759
6.0085,0.44525
6.2526,0.3926
6.0054,0.48508
6.4245,0.44071
6.1394,0.51527
6.1718,0.43507
6.2917,0.52597
6.277,0.48015
6.134,0.52158
6.2073,0.49875
5.7312,0.57789
6.5568,0.45473
6.4338,0.49537
6.6449,0.44078
5.3986,0.43349
5.9396,0.5835
5.7543,0.5033
5.6109,0.5263
6.2616,0.49357
5.9194,0.54366
5.1967,0.52177
6.0164,0.54186
5.49,0.49182
6.257,0.5245
5.4071,0.61982
5.8927,0.58644
5.7637,0.56265
5.7424,0.51369
5.9859,0.57315
5.5357,0.45931
5.8514,0.61948
6.4338,0.56075
6.0625,0.58152
5.7055,0.69098
5.7756,0.61815
6.2032,0.65159
5.8753,0.64892
6.4057,0.58786
6.1974,0.6079
5.9103,0.61869
6.3189,0.60387
5.6069,0.61644
6.5023,0.54027
6.0229,0.64297
6.2655,0.63847
6.0225,0.57156
6.3143,0.63009
6.8,0.59811
6.1711,0.68033
6.4197,0.6254
6.1527,0.70538
6.3807,0.68349
6.537,0.72302
6.5469,0.74134
6.9316,0.65663
6.9972,0.71029
6.9378,0.6407
6.6864,0.68878
6.7031,0.74028
7.2368,0.71785
6.6181,0.79658
7.0181,0.69977
6.8151,0.7348
7.305,0.852
7.1927,0.82124
7.0644,0.69412
7.4982,0.793
7.4939,0.80869
7.3286,0.75194
6.6564,0.91367
7.1228,0.79043
7.0459,0.87045
7.4285,0.88995
7.2749,0.87188
6.8158,0.86142
7.4711,0.88742
7.157,0.8149
7.5744,0.82099
7.7517,0.86243
8.258,0.77033
7.3873,0.87095
7.781,1.0186
8.2732,0.91974
7.8408,0.92239
8.3582,0.90331
7.9644,0.91353
7.6929,0.88755
7.8606,0.99724
8.3842,0.91471
7.9422,0.95318
8.5377,0.89622
7.9351,0.9007
8.031,0.9179
8.2008,0.9183
8.4253,0.87947
8.5256,0.95339
8.0515,0.88545
8.6278,0.96411
8.0499,0.98599
8.5425,0.99681
8.057,1.0073
8.1616,1.0496
7.5384,0.91964
8.2439,0.91813
8.0869,1.0164
8.3525,1.0279
8.5372,0.93186
8.2329,0.91705
8.001,0.92185
8.5528,0.87045
7.5979,0.95106
7.8861,0.9661
8.3699,1.0433
7.7703,0.90297
8.2185,0.90642
7.6662,0.92587
7.8263,0.91382
7.6666,1.0049
7.5994,0.90015
7.6355,0.97564
7.9567,0.90933
7.1691,0.93008
7.7104,0.79726
7.1683,0.91373
7.4574,0.78278
7.4728,0.88346
7.8155,0.749
7.0686,0.93502
7.2733,0.82306
7.6355,0.79059
6.893,0.76125
6.6568,0.76402
7.3165,0.75882
6.9661,0.75046
7.5608,0.75317
6.7051,0.67622
6.9769,0.70183
7.0351,0.73931
6.8831,0.71345
6.7976,0.68646
6.4819,0.73724
6.609,0.74344
6.9547,0.67858
7.0452,0.64302
6.7358,0.74408
6.78,0.677
6.8204,0.65931
7.2432,0.77744
6.4543,0.74401
6.5961,0.64592
6.2548,0.78002
6.349,0.61147
6.6688,0.72785
6.7826,0.7544
6.8132,0.69351
6.8001,0.62952
6.3998,0.68264
6.8955,0.69222
6.5916,0.75793
6.6775,0.72936
6.1204,0.73867
6.5249,0.79239
6.3267,0.71853
6.8179,0.71723
6.6873,0.75112
6.8769,0.70547
7.1392,0.72096
6.6912,0.77564
7.3811,0.75689
7.4824,0.75992
7.2038,0.7913
7.2479,0.88216
7.3052,0.8882
7.5858,0.84519
7.4792,0.85136
