4.7843,0.28913
4.7989,0.58244
3.4406,0.57263
0.97001,0.63342
5.0422,0.59342
3.3194,0.27636
5.8325,0.65682
4.2092,0.72265
2.851,0.54567
2.7023,0.87918
3.5108,0.30828
3.9683,0.8623
4.6685,0.54867
3.279,0.27509
5.6642,0.5079
5.213,0.38782
3.9611,0.5434
2.3147,0.78878
4.3788,0.47145
4.7637,0.047744
5.3619,0.62744
4.0741,0.42692
3.8624,0.55988
5.3898,0.50354
5.6481,0.64773
4.3429,0.66377
5.3118,0.45147
4.7676,0.51372
5.0444,0.52073
5.0508,0.50624
4.1401,0.68798
4.1465,0.62921
5.2875,0.40162
5.5893,0.48533
4.0078,0.51459
5.9145,0.39126
4.4913,0.66037
6.5646,0.26876
5.216,0.50862
4.9213,0.34148
6.4792,0.54451
5.3841,0.48241
5.6719,0.28216
3.8172,0.54435
4.2534,0.40787
6.2213,0.56321
5.0423,0.69825
6.1082,0.74702
6.3488,0.54863
4.1275,0.57087
6.729,0.61582
6.6403,0.59107
5.6149,0.85895
6.943,0.57624
5.0052,0.91574
7.5213,0.55643
6.0569,0.51184
4.3917,0.29513
4.9343,0.70922
5.7622,0.57315
6.7852,0.70393
5.2631,0.43606
6.1272,0.92684
7.3144,0.77955
5.9442,0.69399
5.764,0.54432
7.7891,0.71108
6.1347,0.59924
6.8779,0.89218
6.9778,0.40202
7.0313,0.64152
6.3641,0.94173
6.3118,1.0832
5.8468,0.70311
8.4778,0.76916
6.7645,0.72896
5.6962,0.4384
8.0444,0.55159
7.5074,0.71788
5.9011,0.60387
5.3201,0.72165
7.3723,0.85775
7.2512,0.9049
7.1901,0.47516
4.8218,0.65414
7.539,0.69908
7.4673,1.0305
8.1786,0.84108
7.2703,0.57427
6.136,0.66331
6.1153,0.64326
5.5701,0.71799
8.581,0.99128
6.5502,0.84292
6.1666,0.71702
5.379,0.95305
8.203,0.95973
7.7992,0.36299
6.249,0.80015
7.8532,1.301
6.2902,0.93751
6.2962,0.70141
6.4388,0.80616
5.501,1.0909
5.8998,0.81322
6.7468,1.0101
6.353,0.87201
6.4311,0.8995
7.0874,0.84801
7.3361,0.84313
6.9963,0.89891
5.6476,1.0752
7.3548,1.1288
7.0573,0.7865
6.6709,0.91698
8.5724,0.85726
8.8932,0.77279
7.7284,1.258
5.1188,0.98428
6.7095,0.9363
7.0974,1.3614
6.9892,1.015
5.9596,0.95712
8.5127,0.9205
5.1038,0.91158
5.6584,0.749
4.7879,1.0128
5.1236,1.3305
5.3904,0.47081
5.309,1.1719
6.6442,1.123
5.5533,1.2172
5.6537,1.0295
5.5219,0.99113
6.9272,1.1234
6.5684,0.78128
4.3159,0.32671
5.8875,0.95519
6.1124,0.82422
4.7991,1.1512
4.1272,0.5573
5.1136,0.65958
4.9807,0.88558
5.1048,0.94459
5.0481,1.04
4.7086,0.95748
3.4137,1.037
4.2373,0.85735
4.6581,0.83199
4.3983,0.98952
3.5674,0.75752
4.8501,0.44014
7.7065,1.1872
5.5096,0.97693
4.2725,0.83244
4.7658,0.69629
5.9441,0.81122
5.6849,0.95341
6.0461,0.96982
7.2567,0.95177
4.039,0.53836
5.4506,0.84601
4.7733,0.61477
5.083,0.57845
4.803,0.33937
4.8435,0.82767
4.9797,0.9519
3.2804,0.2582
5.155,0.46023
4.6014,1.0753
5.8264,0.59603
5.944,0.94226
6.3144,0.56798
5.8885,0.9268
5.4834,0.57543
5.875,0.80528
5.4562,0.47866
6.6304,0.47519
7.2574,0.87578
5.3862,0.67256
6.0875,0.74364
5.7048,0.82567
6.037,1.1078
5.9966,0.55595
7.9882,0.44692
7.3319,0.59815
5.5765,1.0093
7.6755,0.53202
6.9968,0.77873
5.4949,0.95577
7.5485,1.2284
4.6892,0.84898
6.7225,0.66348
8.2737,0.85409
5.1701,0.84319
5.7195,1.2129
5.301,0.50542
6.7556,1.1163
4.7783,1.1191
6.371,1.0582
